101.785820;-50.806503;744.421082
103.233101;32.411755;707.816528
164.020462;59.940834;696.956177
101.992645;-22.506550;732.672668
133.995300;60.432457;696.015686
118.790596;45.903126;701.124939
193.651596;59.422337;696.408203
102.748070;32.211948;707.358765
315.937897;97.911415;1490.441650
118.150116;18.502085;712.472839
146.314087;38.612495;456.081665
269.525360;44.773033;706.572388
163.510361;45.438927;701.137451
253.791641;58.964005;699.071960
101.739380;-22.278767;735.012085
101.847488;4.669871;719.219055
252.419708;-52.212666;749.072571
268.206207;-10.125927;729.826294
253.421524;59.401268;697.470520
270.149384;44.562683;708.192261
238.696869;44.987614;704.509705
268.336731;-37.875797;743.758728
253.565964;31.170937;711.606201
253.949661;44.916759;705.825134
253.753448;17.581549;718.631409
269.278442;-10.104617;732.822327
253.164490;3.827913;723.762451
191.494919;-51.679684;743.897705
252.779419;-10.011727;730.061829
252.884628;-23.525160;736.766968
118.219406;18.416166;713.254272
253.138718;-52.470642;750.911011
237.233170;-37.006950;740.676697
252.105087;-37.074200;740.817749
73.017792;19.335814;1008.923706
254.271942;45.018131;706.705383
253.923340;31.164606;712.684326
208.945267;18.344212;718.058716
193.627121;4.494597;723.742981
238.435242;31.242317;710.514099
62.494209;-60.714245;1153.403442
117.526077;-22.224602;731.675964
162.454514;-22.618055;732.438171
563.325134;-388.537140;871.172913
117.286018;-36.605244;738.726013
207.674805;-23.354168;734.934387
88.457779;20.309704;982.897949
253.080658;-9.964123;730.816223
89.228859;-0.969553;1008.644592
237.450699;-23.768654;735.382935
207.564880;-36.974216;741.497009
252.447144;-23.958818;735.680603
237.171936;-36.951130;740.497131
118.944931;58.813995;696.432251
44.484055;-332.440857;993.337280
104.579735;18.669046;711.085205
252.387085;-37.044537;741.442200
275.547455;2.992718;723.204102
116.926155;-49.112225;742.058777
60.028015;8.610671;1029.487305
564.187439;-380.390442;859.963684
48.475460;-38.490395;1093.484375
104.299690;-8.691401;724.192322
573.717712;84.847801;717.952148
76.323318;-197.691422;1031.601318
492.686371;75.825615;772.132813
317.738464;126.024536;1486.872314
1.081521;67.824890;1070.119995
237.162933;-49.743038;746.164856
75.506744;-50.488453;1075.543457
-95.531845;91.304787;1461.990234
531.119080;75.097527;774.963684
-113.897423;95.184349;1449.737671
60.797947;6.219450;1026.004517
265.329590;-23.801174;735.432495
560.926147;-327.252014;1058.341309
280.855804;31.118517;723.482178
559.515625;-455.844574;1103.369507
105.055214;46.063309;698.688354
493.297058;-49.358505;1061.826050
492.498474;-49.204071;1061.271729
69.878525;-43.066216;1082.509277
59.788715;-65.007004;1169.043701
-71.544022;79.726723;1456.329712
101.366127;27.685419;339.227814
89.749733;-341.218628;895.932068
535.886780;-35.999557;965.346436
166.988602;-126.916504;972.547302
77.880867;-6.154651;1015.965027
77.251595;-340.611481;900.733887
507.456299;-34.710690;922.009949
531.713074;86.250458;776.126648
88.437698;-331.457123;892.586426
558.376648;-388.050476;1012.298523
84.831627;-75.715073;1078.839966
104.478317;18.586039;709.739136
573.268372;83.522316;771.244324
52.207500;-55.572109;1172.365234
159.040665;63.540382;692.950500
189.199722;63.374714;694.661316
561.792725;-330.798553;1061.585571
197.714554;-365.199158;845.599243
42.041805;-22.218304;1083.150024
520.961243;84.950836;773.462891
78.796310;-50.550484;1087.938110
197.248047;-365.213928;845.431519
101.733971;-321.997345;887.066101
533.592224;-45.450245;945.604980
76.829956;-340.395813;900.047852
333.621704;-413.662079;951.810730
65.173462;-68.954369;1154.177368
35.937714;-68.438156;1202.243652
196.703552;-366.881653;847.374023
511.301910;-33.954113;969.217651
415.559570;73.891472;691.034119
83.513641;21.661158;999.488525
501.970001;85.171715;771.849548
123.462044;-342.407776;880.814148
568.634949;83.051102;747.410339
-8.672604;-400.247009;966.467896
561.717346;-392.357330;1023.874084
146.447266;-368.393982;843.554871
272.282959;-41.769310;745.589355
569.006409;83.200806;747.480652
265.329346;30.200443;707.706116
307.469208;91.187874;1493.412109
330.009155;-122.770142;930.976563
152.149567;-258.660614;876.820007
131.290573;-151.373978;967.281433
131.156204;-151.335648;967.014160
324.817108;104.748642;1489.369873
268.524719;58.227211;701.532837
76.504768;-4.726673;1019.575928
336.841858;-415.830414;957.262024
99.877182;-325.186798;884.915161
107.596603;56.282326;696.132996
323.072571;90.782448;1492.626831
503.277435;112.195259;761.547363
501.080170;71.689903;772.235352
331.904633;-422.372650;954.840515
502.613098;-54.297260;1052.710083
145.085968;56.255421;695.303345
106.346512;1.738892;720.885803
106.971405;29.003410;708.447754
241.117859;-48.329086;747.449829
106.685738;-26.392401;733.505371
563.934937;-448.207275;1113.682251
188.487228;-39.846455;741.698975
106.229553;-11.912079;727.221252
158.228577;-39.433167;739.845032
122.248199;56.501099;696.330322
143.627670;-47.362717;743.236511
264.776550;55.182739;700.217285
136.390396;-373.858551;843.335815
213.287674;35.489140;708.347534
503.958038;71.680534;772.205139
190.447098;-364.482727;846.675598
499.220337;71.430893;769.148499
106.986679;-12.717491;726.518005
556.451355;-394.716644;1048.310425
113.471901;-47.129223;741.315247
560.003967;-363.623352;893.454712
